pokemonId,appearedLocalTime,appearedTimeOfDay,appearedHour,appearedMinute,appearedDay,appearedMonth,appearedYear,closeToWater,city,population_density
25,2016-09-08T00:42:14,night,2,42,8,8,2016,FALSE,Phoenix,1411.2576
25,2016-09-08T00:42:08,night,2,42,8,8,2016,FALSE,Los_Angeles,276.02277
1,2016-09-08T00:41:16,night,2,41,8,8,2016,FALSE,New_York,247.57158
1,2016-09-08T00:37:21,night,2,37,8,8,2016,FALSE,Chicago,458.58234
7,2016-09-08T00:37:11,night,2,37,8,8,2016,FALSE,New_York,947.061
7,2016-09-08T00:20:21,night,2,20,8,8,2016,FALSE,Chicago,982.0328
4,2016-09-08T00:04:10,night,2,4,8,8,2016,FALSE,New_York,1463.3706
25,2016-09-07T23:59:09,night,1,59,8,8,2016,FALSE,New_York,1517.408
25,2016-09-07T23:47:09,night,1,47,8,8,2016,TRUE,New_York,708.5878
7,2016-09-07T23:35:57,night,1,35,8,8,2016,TRUE,New_York,1517.408
25,2016-09-07T23:32:52,night,1,32,8,8,2016,TRUE,Los_Angeles,570.0402
25,2016-09-07T23:31:04,night,1,31,8,8,2016,FALSE,New_York,1463.3706
1,2016-09-07T23:24:07,night,1,24,8,8,2016,FALSE,New_York,55.97982
1,2016-09-07T23:22:45,night,1,22,8,8,2016,FALSE,Chicago,458.58234
4,2016-09-07T23:16:09,night,1,16,8,8,2016,FALSE,New_York,1463.3706
1,2016-09-07T23:16:03,night,1,16,8,8,2016,FALSE,New_York,86.49836
4,2016-09-07T23:14:54,night,1,14,8,8,2016,FALSE,New_York,1463.3706
1,2016-09-07T23:13:46,night,1,13,8,8,2016,FALSE,Denver,790.0195
25,2016-09-07T23:12:48,night,1,12,8,8,2016,FALSE,Chicago,1517.408
1,2016-09-07T23:12:33,night,1,12,8,8,2016,FALSE,Chicago,25.210114
25,2016-09-07T23:11:22,night,1,11,8,8,2016,FALSE,New_York,230.2527
7,2016-09-07T23:10:56,night,1,10,8,8,2016,FALSE,Chicago,511.28308
25,2016-09-07T23:06:27,night,1,6,8,8,2016,FALSE,Chicago,790.0195
1,2016-09-07T22:56:34,night,0,56,8,8,2016,FALSE,New_York,1463.3706
4,2016-09-07T22:56:04,night,0,56,8,8,2016,FALSE,New_York,1463.3706
4,2016-09-07T22:54:42,night,0,54,8,8,2016,FALSE,New_York,330.89105
25,2016-09-07T22:50:25,night,0,50,8,8,2016,FALSE,New_York,247.57158
25,2016-09-07T22:49:33,night,0,49,8,8,2016,FALSE,New_York,247.57158
25,2016-09-07T22:49:23,night,0,49,8,8,2016,FALSE,Chicago,849.44226
25,2016-09-07T22:47:42,night,0,47,8,8,2016,FALSE,New_York,247.57158
25,2016-09-07T22:41:32,night,0,41,8,8,2016,FALSE,Los_Angeles,382.54028
25,2016-09-07T22:35:59,night,0,35,8,8,2016,FALSE,New_York,247.57158
4,2016-09-07T22:31:40,night,0,31,8,8,2016,FALSE,New_York,1463.3706
7,2016-09-07T22:30:43,night,0,30,8,8,2016,FALSE,New_York,55.97982
1,2016-09-07T22:28:06,night,0,28,8,8,2016,FALSE,New_York,55.97982
4,2016-09-07T22:10:10,night,0,10,8,8,2016,FALSE,New_York,1463.3706
25,2016-09-07T21:58:00,night,23,58,7,8,2016,FALSE,New_York,247.57158
25,2016-09-07T21:49:57,night,23,49,7,8,2016,FALSE,New_York,247.57158
25,2016-09-07T21:48:01,night,23,48,7,8,2016,FALSE,New_York,247.57158
1,2016-09-07T21:47:31,night,23,47,7,8,2016,TRUE,Chicago,1955.8636
7,2016-09-07T21:47:17,night,23,47,7,8,2016,TRUE,Chicago,1955.8636
25,2016-09-07T21:46:33,night,23,46,7,8,2016,FALSE,New_York,247.57158
25,2016-09-07T21:43:13,night,23,43,7,8,2016,FALSE,New_York,247.57158
1,2016-09-07T21:39:54,night,23,39,7,8,2016,FALSE,New_York,247.57158
25,2016-09-07T21:39:17,night,23,39,7,8,2016,FALSE,New_York,247.57158
7,2016-09-07T21:37:24,night,23,37,7,8,2016,FALSE,Chicago,913.3346
25,2016-09-07T21:35:59,night,23,35,7,8,2016,FALSE,New_York,247.57158
4,2016-09-07T21:35:31,night,23,35,7,8,2016,FALSE,Chicago,982.0328
7,2016-09-07T21:35:01,night,23,35,7,8,2016,TRUE,New_York,3622.8896
25,2016-09-07T21:33:17,night,23,33,7,8,2016,FALSE,New_York,247.57158
4,2016-09-07T21:31:04,night,23,31,7,8,2016,FALSE,New_York,1463.3706
7,2016-09-07T21:28:14,night,23,28,7,8,2016,FALSE,New_York,247.57158
1,2016-09-07T21:27:36,night,23,27,7,8,2016,FALSE,Chicago,708.5878
1,2016-09-07T21:27:02,night,23,27,7,8,2016,TRUE,Chicago,1955.8636
7,2016-09-07T21:24:12,night,23,24,7,8,2016,TRUE,Los_Angeles,570.0402
4,2016-09-07T21:19:45,night,23,19,7,8,2016,FALSE,New_York,1463.3706
4,2016-09-07T21:07:44,night,23,7,7,8,2016,FALSE,New_York,1463.3706
25,2016-09-07T21:06:16,night,23,6,7,8,2016,FALSE,Denver,790.0195
4,2016-09-07T21:03:12,night,23,3,7,8,2016,FALSE,New_York,1463.3706
1,2016-09-07T21:01:34,night,23,1,7,8,2016,FALSE,Chicago,25.210114
25,2016-09-07T20:59:37,night,22,59,7,8,2016,TRUE,Chicago,0
4,2016-09-07T20:54:16,night,22,54,7,8,2016,FALSE,New_York,1463.3706
7,2016-09-07T20:48:49,night,22,48,7,8,2016,FALSE,New_York,343.10977
7,2016-09-07T20:48:40,night,22,48,7,8,2016,FALSE,New_York,2180.6335
7,2016-09-07T20:43:42,night,22,43,7,8,2016,TRUE,Chicago,5020.9673
4,2016-09-07T20:43:37,night,22,43,7,8,2016,FALSE,New_York,1463.3706
25,2016-09-07T20:31:19,night,22,31,7,8,2016,FALSE,Denver,2028.0872
25,2016-09-07T20:30:12,night,22,30,7,8,2016,FALSE,Denver,2028.0872
25,2016-09-07T20:23:14,night,22,23,7,8,2016,FALSE,Denver,138.59012
4,2016-09-07T19:27:00,night,21,27,7,8,2016,FALSE,Denver,172.27429
1,2016-09-07T19:23:41,night,21,23,7,8,2016,FALSE,New_York,1094.8889
1,2016-09-07T19:19:31,night,21,19,7,8,2016,FALSE,New_York,7758.25
1,2016-09-07T19:18:28,night,21,18,7,8,2016,TRUE,New_York,7758.25
4,2016-09-07T19:14:47,night,21,14,7,8,2016,FALSE,Chicago,849.44226
7,2016-09-07T19:09:16,night,21,9,7,8,2016,FALSE,New_York,1517.408
7,2016-09-07T19:02:21,night,21,2,7,8,2016,FALSE,New_York,7758.25
7,2016-09-07T18:55:07,night,20,55,7,8,2016,FALSE,New_York,149.01443
1,2016-09-07T18:54:21,night,20,54,7,8,2016,TRUE,Chicago,1955.8636
25,2016-09-07T18:42:21,night,20,42,7,8,2016,FALSE,Los_Angeles,426.5022
1,2016-09-07T18:42:20,night,20,42,7,8,2016,TRUE,Chicago,982.0328
7,2016-09-07T18:42:07,night,20,42,7,8,2016,FALSE,New_York,1018.29596
7,2016-09-07T18:20:55,night,20,20,7,8,2016,FALSE,New_York,343.10977
1,2016-09-07T17:51:25,evening,19,51,7,8,2016,FALSE,New_York,40.392357
25,2016-09-07T17:45:15,evening,19,45,7,8,2016,FALSE,New_York,247.57158
25,2016-09-07T17:45:04,evening,19,45,7,8,2016,FALSE,Chicago,683.3539
7,2016-09-07T17:42:07,evening,19,42,7,8,2016,FALSE,New_York,343.10977
1,2016-09-07T17:41:44,evening,19,41,7,8,2016,FALSE,Phoenix,2180.6335
25,2016-09-07T17:41:32,evening,19,41,7,8,2016,FALSE,Los_Angeles,426.5022
25,2016-09-07T06:52:51,morning,8,52,7,8,2016,TRUE,Chicago,0
4,2016-09-07T06:47:41,morning,8,47,7,8,2016,FALSE,Denver,2431.2341
4,2016-09-07T06:39:40,morning,8,39,7,8,2016,FALSE,Phoenix,635.5498
25,2016-09-07T06:16:45,morning,8,16,7,8,2016,FALSE,Denver,2431.2341
25,2016-09-07T06:16:09,morning,8,16,7,8,2016,FALSE,Chicago,1177.243
1,2016-09-07T06:15:55,morning,8,15,7,8,2016,FALSE,Los_Angeles,880.8093
7,2016-09-07T06:14:27,morning,8,14,7,8,2016,TRUE,Chicago,0
1,2016-09-07T06:10:11,morning,8,10,7,8,2016,FALSE,New_York,40.392357
7,2016-09-07T05:59:15,morning,7,59,7,8,2016,TRUE,New_York,591.0899
1,2016-09-07T05:43:30,morning,7,43,7,8,2016,TRUE,Los_Angeles,1220.7147
25,2016-09-07T05:29:07,morning,7,29,7,8,2016,FALSE,New_York,1135.3196
25,2016-09-07T05:24:28,morning,7,24,7,8,2016,FALSE,New_York,1135.3196
25,2016-09-07T05:23:25,morning,7,23,7,8,2016,FALSE,New_York,1135.3196
7,2016-09-07T05:23:12,morning,7,23,7,8,2016,FALSE,New_York,1135.3196
1,2016-09-07T05:20:36,morning,7,20,7,8,2016,FALSE,New_York,40.392357
1,2016-09-07T05:16:04,morning,7,16,7,8,2016,TRUE,New_York,591.0899
4,2016-09-07T05:14:52,morning,7,14,7,8,2016,FALSE,Phoenix,635.5498
7,2016-09-07T05:12:09,morning,7,12,7,8,2016,TRUE,New_York,591.0899
1,2016-09-07T04:57:00,night,6,57,7,8,2016,FALSE,New_York,40.392357
1,2016-09-07T04:52:07,night,6,52,7,8,2016,FALSE,New_York,849.44226
7,2016-09-07T04:50:32,night,6,50,7,8,2016,FALSE,New_York,2810.7285
1,2016-09-07T04:47:46,night,6,47,7,8,2016,FALSE,New_York,2810.7285
4,2016-09-07T04:45:13,night,6,45,7,8,2016,FALSE,New_York,1463.3706
1,2016-09-07T04:44:51,night,6,44,7,8,2016,TRUE,Los_Angeles,4842.1626
1,2016-09-07T04:44:19,night,6,44,7,8,2016,TRUE,Los_Angeles,4842.1626
7,2016-09-07T04:34:57,night,6,34,7,8,2016,FALSE,Chicago,48.421627
1,2016-09-07T04:33:33,night,6,33,7,8,2016,FALSE,New_York,40.392357
4,2016-09-07T04:29:33,night,6,29,7,8,2016,FALSE,Los_Angeles,683.3539
1,2016-09-07T04:26:53,night,6,26,7,8,2016,TRUE,Los_Angeles,4842.1626
1,2016-09-07T04:26:20,night,6,26,7,8,2016,FALSE,New_York,40.392357
1,2016-09-07T04:25:00,night,6,25,7,8,2016,FALSE,Los_Angeles,1631.5426
4,2016-09-07T04:23:08,night,6,23,7,8,2016,FALSE,Los_Angeles,683.3539
1,2016-09-07T04:22:22,night,6,22,7,8,2016,FALSE,New_York,1517.408
7,2016-09-07T04:22:14,night,6,22,7,8,2016,FALSE,New_York,40.392357
1,2016-09-07T04:21:45,night,6,21,7,8,2016,TRUE,Los_Angeles,4842.1626
4,2016-09-07T04:16:47,night,6,16,7,8,2016,FALSE,Phoenix,7.085878
7,2016-09-07T04:14:29,night,6,14,7,8,2016,FALSE,New_York,1135.3196
1,2016-09-07T04:11:11,night,6,11,7,8,2016,FALSE,Los_Angeles,1631.5426
4,2016-09-07T04:10:10,night,6,10,7,8,2016,FALSE,New_York,1463.3706
4,2016-09-07T04:09:02,night,6,9,7,8,2016,FALSE,Los_Angeles,591.0899
4,2016-09-07T04:07:44,night,6,7,7,8,2016,FALSE,New_York,1463.3706
4,2016-09-07T04:07:38,night,6,7,7,8,2016,FALSE,Denver,790.0195
1,2016-09-07T04:06:57,night,6,6,7,8,2016,FALSE,Chicago,192.07222
1,2016-09-07T04:06:08,night,6,6,7,8,2016,TRUE,New_York,0
1,2016-09-07T04:01:24,night,6,1,7,8,2016,TRUE,Chicago,1955.8636
7,2016-09-07T04:01:08,night,6,1,7,8,2016,FALSE,Los_Angeles,1631.5426
1,2016-09-07T03:57:55,night,5,57,7,8,2016,FALSE,New_York,493.07547
1,2016-09-07T03:50:37,night,5,50,7,8,2016,FALSE,Phoenix,635.5498
25,2016-09-07T03:50:12,night,5,50,7,8,2016,TRUE,Los_Angeles,4842.1626
1,2016-09-07T03:46:10,night,5,46,7,8,2016,TRUE,Los_Angeles,0
1,2016-09-07T03:40:57,night,5,40,7,8,2016,TRUE,Los_Angeles,708.5878
4,2016-09-07T03:40:55,night,5,40,7,8,2016,TRUE,Los_Angeles,0
4,2016-09-07T03:39:43,night,5,39,7,8,2016,FALSE,Los_Angeles,426.5022
7,2016-09-07T03:38:56,night,5,38,7,8,2016,FALSE,Chicago,48.421627
7,2016-09-07T03:38:42,night,5,38,7,8,2016,FALSE,Los_Angeles,1135.3196
25,2016-09-07T03:38:29,night,5,38,7,8,2016,FALSE,New_York,40.392357
7,2016-09-07T03:37:04,night,5,37,7,8,2016,TRUE,Chicago,1955.8636
1,2016-09-07T03:34:23,night,5,34,7,8,2016,TRUE,Los_Angeles,4842.1626
7,2016-09-07T03:34:05,night,5,34,7,8,2016,FALSE,New_York,30.221426
25,2016-09-07T03:33:47,night,5,33,7,8,2016,FALSE,New_York,761.8856
4,2016-09-07T03:31:51,night,5,31,7,8,2016,FALSE,Phoenix,1411.2576
25,2016-09-07T03:23:43,night,5,23,7,8,2016,FALSE,Indianapolis,256.71356
1,2016-09-07T03:22:56,night,5,22,7,8,2016,FALSE,Chicago,1463.3706
7,2016-09-07T03:22:34,night,5,22,7,8,2016,TRUE,New_York,511.28308
7,2016-09-07T03:20:37,night,5,20,7,8,2016,FALSE,New_York,40.392357
1,2016-09-07T03:20:14,night,5,20,7,8,2016,FALSE,Chicago,1463.3706
1,2016-09-07T03:18:46,night,5,18,7,8,2016,TRUE,Los_Angeles,4842.1626
1,2016-09-07T03:11:47,night,5,11,7,8,2016,TRUE,Chicago,0
7,2016-09-07T03:11:24,night,5,11,7,8,2016,TRUE,New_York,591.0899
1,2016-09-07T03:11:04,night,5,11,7,8,2016,FALSE,New_York,38.953922
7,2016-09-07T03:10:52,night,5,10,7,8,2016,FALSE,Phoenix,172.27429
1,2016-09-07T03:10:27,night,5,10,7,8,2016,FALSE,Chicago,1886.2122
7,2016-09-07T03:09:44,night,5,9,7,8,2016,FALSE,Chicago,1886.2122
7,2016-09-07T03:09:32,night,5,9,7,8,2016,TRUE,Chicago,0
7,2016-09-07T03:08:51,night,5,8,7,8,2016,FALSE,Phoenix,172.27429
7,2016-09-07T03:06:42,night,5,6,7,8,2016,FALSE,Chicago,1886.2122
1,2016-09-07T03:05:11,night,5,5,7,8,2016,FALSE,New_York,2810.7285
1,2016-09-07T03:05:10,night,5,5,7,8,2016,FALSE,New_York,880.8093
7,2016-09-07T03:01:02,night,5,1,7,8,2016,FALSE,Phoenix,172.27429
4,2016-09-07T03:00:32,night,5,0,7,8,2016,TRUE,Chicago,0
4,2016-09-07T02:58:34,night,4,58,7,8,2016,TRUE,Denver,10.18296
1,2016-09-07T02:58:19,night,4,58,7,8,2016,FALSE,New_York,2810.7285
4,2016-09-07T02:56:16,night,4,56,7,8,2016,TRUE,Denver,124.304886
25,2016-09-07T02:55:39,night,4,55,7,8,2016,FALSE,Los_Angeles,247.57158
1,2016-09-07T02:52:38,night,4,52,7,8,2016,FALSE,Chicago,48.421627
1,2016-09-07T02:52:02,night,4,52,7,8,2016,FALSE,New_York,86.49836
25,2016-09-07T02:51:59,night,4,51,7,8,2016,FALSE,Phoenix,172.27429
7,2016-09-07T02:51:46,night,4,51,7,8,2016,FALSE,Phoenix,172.27429
1,2016-09-07T02:51:28,night,4,51,7,8,2016,TRUE,Los_Angeles,4842.1626
1,2016-09-07T02:50:48,night,4,50,7,8,2016,FALSE,New_York,2810.7285
25,2016-09-07T02:50:12,night,4,50,7,8,2016,TRUE,Los_Angeles,4842.1626
25,2016-09-07T02:44:21,night,4,44,7,8,2016,FALSE,New_York,86.49836
7,2016-09-07T02:42:27,night,4,42,7,8,2016,FALSE,Phoenix,172.27429
7,2016-09-07T02:39:59,night,4,39,7,8,2016,TRUE,Chicago,1955.8636
25,2016-09-07T02:38:04,night,4,38,7,8,2016,FALSE,Denver,2521.0115
7,2016-09-07T02:37:09,night,4,37,7,8,2016,FALSE,Phoenix,172.27429
1,2016-09-07T02:35:39,night,4,35,7,8,2016,TRUE,Chicago,1955.8636
1,2016-09-07T02:34:13,night,4,34,7,8,2016,FALSE,New_York,266.19315
7,2016-09-07T02:29:32,night,4,29,7,8,2016,TRUE,Chicago,1955.8636
25,2016-09-07T02:27:21,night,4,27,7,8,2016,FALSE,Los_Angeles,426.5022
25,2016-09-07T02:27:04,night,4,27,7,8,2016,FALSE,Los_Angeles,1955.8636
1,2016-09-07T02:26:49,night,4,26,7,8,2016,TRUE,Chicago,1955.8636
4,2016-09-07T02:25:29,night,4,25,7,8,2016,FALSE,Phoenix,635.5498
25,2016-09-07T02:24:52,night,4,24,7,8,2016,FALSE,Denver,790.0195
7,2016-09-07T02:24:15,night,4,24,7,8,2016,FALSE,New_York,30.221426
7,2016-09-07T02:23:59,night,4,23,7,8,2016,FALSE,Chicago,761.8856
7,2016-09-07T02:23:42,night,4,23,7,8,2016,FALSE,Chicago,48.421627
7,2016-09-07T02:18:55,night,4,18,7,8,2016,FALSE,New_York,1361.0005
7,2016-09-07T02:13:30,night,4,13,7,8,2016,TRUE,Chicago,1955.8636
1,2016-09-07T02:13:07,night,4,13,7,8,2016,TRUE,Chicago,0
1,2016-09-07T02:11:19,night,4,11,7,8,2016,FALSE,New_York,2810.7285
1,2016-09-07T02:09:04,night,4,9,7,8,2016,TRUE,Chicago,1094.8889
1,2016-09-07T02:08:24,night,4,8,7,8,2016,FALSE,New_York,1463.3706
1,2016-09-07T02:07:21,night,4,7,7,8,2016,FALSE,New_York,849.44226
7,2016-09-07T02:04:05,night,4,4,7,8,2016,FALSE,Los_Angeles,1361.0005
1,2016-09-07T02:04:03,night,4,4,7,8,2016,TRUE,Los_Angeles,256.71356
1,2016-09-07T02:02:47,night,4,2,7,8,2016,FALSE,New_York,40.392357
1,2016-09-07T02:00:40,night,4,0,7,8,2016,TRUE,Chicago,1955.8636
25,2016-09-07T01:54:35,night,3,54,7,8,2016,FALSE,New_York,2180.6335
7,2016-09-07T01:41:05,night,3,41,7,8,2016,FALSE,New_York,40.392357
1,2016-09-07T01:28:24,night,3,28,7,8,2016,FALSE,New_York,40.392357
25,2016-09-07T01:27:35,night,3,27,7,8,2016,FALSE,New_York,7758.25
7,2016-09-07T01:24:49,night,3,24,7,8,2016,TRUE,Chicago,0
1,2016-09-07T01:17:58,night,3,17,7,8,2016,FALSE,Los_Angeles,426.5022
4,2016-09-07T01:09:46,night,3,9,7,8,2016,FALSE,New_York,1691.79
7,2016-09-07T01:09:14,night,3,9,7,8,2016,FALSE,New_York,1463.3706
1,2016-09-07T01:08:22,night,3,8,7,8,2016,FALSE,New_York,296.7843
7,2016-09-07T01:07:48,night,3,7,7,8,2016,TRUE,Chicago,0
4,2016-09-07T01:07:44,night,3,7,7,8,2016,FALSE,New_York,1463.3706
7,2016-09-07T01:04:53,night,3,4,7,8,2016,TRUE,Los_Angeles,4188.391
1,2016-09-07T01:04:27,night,3,4,7,8,2016,FALSE,Chicago,1463.3706
4,2016-09-07T01:04:26,night,3,4,7,8,2016,TRUE,Chicago,0
7,2016-09-07T00:58:04,night,2,58,7,8,2016,FALSE,Chicago,266.19315
7,2016-09-07T00:56:39,night,2,56,7,8,2016,FALSE,Los_Angeles,69.58565
1,2016-09-07T00:54:30,night,2,54,7,8,2016,TRUE,New_York,0
1,2016-09-07T00:52:20,night,2,52,7,8,2016,FALSE,New_York,40.392357
25,2016-09-07T00:51:35,night,2,51,7,8,2016,FALSE,New_York,570.0402
25,2016-09-07T00:49:30,night,2,49,7,8,2016,FALSE,New_York,1463.3706
4,2016-09-07T00:46:09,night,2,46,7,8,2016,TRUE,Chicago,0
1,2016-09-07T00:45:17,night,2,45,7,8,2016,TRUE,Chicago,0
4,2016-09-07T00:45:13,night,2,45,7,8,2016,FALSE,New_York,1463.3706
7,2016-09-07T00:44:54,night,2,44,7,8,2016,TRUE,Chicago,0
1,2016-09-07T00:41:38,night,2,41,7,8,2016,FALSE,Chicago,23.446539
7,2016-09-07T00:40:29,night,2,40,7,8,2016,FALSE,New_York,1018.29596
4,2016-09-07T00:38:29,night,2,38,7,8,2016,FALSE,New_York,40.392357
7,2016-09-07T00:37:55,night,2,37,7,8,2016,FALSE,Phoenix,172.27429
1,2016-09-07T00:37:40,night,2,37,7,8,2016,FALSE,Los_Angeles,1361.0005
7,2016-09-07T00:37:20,night,2,37,7,8,2016,FALSE,Phoenix,172.27429
7,2016-09-07T00:36:10,night,2,36,7,8,2016,FALSE,New_York,570.0402
7,2016-09-07T00:35:49,night,2,35,7,8,2016,FALSE,New_York,1018.29596
1,2016-09-07T00:35:24,night,2,35,7,8,2016,FALSE,New_York,40.392357
25,2016-09-07T00:34:43,night,2,34,7,8,2016,TRUE,Chicago,0
7,2016-09-07T00:34:29,night,2,34,7,8,2016,FALSE,Phoenix,172.27429
7,2016-09-07T00:33:09,night,2,33,7,8,2016,FALSE,New_York,256.71356
7,2016-09-07T00:32:32,night,2,32,7,8,2016,TRUE,Chicago,1955.8636
25,2016-09-07T00:32:02,night,2,32,7,8,2016,FALSE,New_York,1691.79
7,2016-09-07T00:31:16,night,2,31,7,8,2016,FALSE,Chicago,266.19315
4,2016-09-07T00:31:04,night,2,31,7,8,2016,FALSE,New_York,1463.3706
7,2016-09-07T00:30:49,night,2,30,7,8,2016,TRUE,Chicago,0
1,2016-09-07T00:30:22,night,2,30,7,8,2016,FALSE,New_York,458.58234
25,2016-09-07T00:29:05,night,2,29,7,8,2016,FALSE,Los_Angeles,683.3539
7,2016-09-07T00:28:21,night,2,28,7,8,2016,TRUE,Chicago,1955.8636
4,2016-09-07T00:28:17,night,2,28,7,8,2016,TRUE,Chicago,0
1,2016-09-07T00:27:25,night,2,27,7,8,2016,TRUE,Chicago,0
7,2016-09-07T00:26:02,night,2,26,7,8,2016,FALSE,Phoenix,172.27429
7,2016-09-07T00:25:44,night,2,25,7,8,2016,FALSE,New_York,40.392357
7,2016-09-07T00:25:24,night,2,25,7,8,2016,FALSE,Phoenix,172.27429
4,2016-09-07T00:24:32,night,2,24,7,8,2016,TRUE,Los_Angeles,4188.391
7,2016-09-07T00:24:09,night,2,24,7,8,2016,FALSE,New_York,570.0402
7,2016-09-07T00:22:10,night,2,22,7,8,2016,TRUE,Chicago,1955.8636
1,2016-09-07T00:21:05,night,2,21,7,8,2016,TRUE,New_York,0
1,2016-09-07T00:19:11,night,2,19,7,8,2016,TRUE,Chicago,1955.8636
4,2016-09-07T00:15:47,night,2,15,7,8,2016,FALSE,Los_Angeles,5597.982
4,2016-09-07T00:15:12,night,2,15,7,8,2016,TRUE,Los_Angeles,4188.391
7,2016-09-07T00:14:57,night,2,14,7,8,2016,TRUE,Los_Angeles,4188.391
7,2016-09-07T00:14:44,night,2,14,7,8,2016,FALSE,Phoenix,172.27429
1,2016-09-07T00:12:46,night,2,12,7,8,2016,FALSE,New_York,40.392357
7,2016-09-07T00:12:25,night,2,12,7,8,2016,TRUE,Chicago,1955.8636
4,2016-09-07T00:11:06,night,2,11,7,8,2016,TRUE,Chicago,0
7,2016-09-07T00:10:36,night,2,10,7,8,2016,FALSE,New_York,947.061
7,2016-09-07T00:10:02,night,2,10,7,8,2016,TRUE,Chicago,0
7,2016-09-07T00:09:46,night,2,9,7,8,2016,FALSE,New_York,40.392357
4,2016-09-07T00:09:30,night,2,9,7,8,2016,TRUE,Los_Angeles,4188.391
7,2016-09-07T00:07:54,night,2,7,7,8,2016,TRUE,Chicago,0
1,2016-09-07T00:01:21,night,2,1,7,8,2016,FALSE,New_York,493.07547
4,2016-09-07T00:00:48,night,2,0,7,8,2016,FALSE,New_York,40.392357
7,2016-09-06T23:59:56,night,1,59,7,8,2016,FALSE,Phoenix,172.27429
4,2016-09-06T23:59:06,night,1,59,7,8,2016,TRUE,Chicago,0
7,2016-09-06T23:58:54,night,1,58,7,8,2016,TRUE,Chicago,0
7,2016-09-06T23:58:42,night,1,58,7,8,2016,FALSE,Phoenix,172.27429
1,2016-09-06T23:58:41,night,1,58,7,8,2016,FALSE,Chicago,48.421627
1,2016-09-06T23:58:32,night,1,58,7,8,2016,FALSE,Chicago,458.58234
7,2016-09-06T23:58:12,night,1,58,7,8,2016,FALSE,Phoenix,172.27429
7,2016-09-06T23:57:07,night,1,57,7,8,2016,TRUE,New_York,0
7,2016-09-06T23:53:09,night,1,53,7,8,2016,TRUE,Los_Angeles,4188.391
1,2016-09-06T23:50:38,night,1,50,7,8,2016,FALSE,New_York,40.392357
7,2016-09-06T23:50:18,night,1,50,7,8,2016,FALSE,Phoenix,172.27429
7,2016-09-06T23:49:28,night,1,49,7,8,2016,FALSE,Phoenix,172.27429
25,2016-09-06T23:48:20,night,1,48,7,8,2016,TRUE,New_York,0
7,2016-09-06T23:45:23,night,1,45,7,8,2016,FALSE,Phoenix,172.27429
4,2016-09-06T23:44:31,night,1,44,7,8,2016,TRUE,Los_Angeles,4188.391
1,2016-09-06T23:44:30,night,1,44,7,8,2016,FALSE,New_York,1018.29596
